"","ADDRESS","METERID","ENERGY","Year","Month","Day_Month","Day_Year","Week_Day","Volume.m3.","Hours","Power.kW.","Flow.l.h.","Flow.T.ºC.","Return.T.ºC.","DHW.Flow.ºC.","SH.Flow.T.ºC.","SH.Ret.T.ºC.","Temperature","Wind.speed","Wind.direction","Irradiation.flux"
"247","Kummeli  15",10045,3280,2019,9,4,247,"WED",5815.22,10453,5,579,64.7775,56.6425,59.7475,25.7354166666667,38.6575,15.312855756566,3.38480092224653,224.580015379514,3972.82411262183
"210","Kummeli  15",10045,2392,2019,7,29,210,"MON",5122.14,9565,2.6,1359,60.9121739130435,56.4608695652174,58.3352173913043,26.4813043478261,38.36,15.6275764982971,3.36842074581884,100.523012474203,7060.1915343845
"20","Kummeli  15",10045,6582,2019,1,20,20,"SUN",944.75,5006,20.4,744,72.46875,43.91375,59.7333333333333,48.4508333333333,37.95625,-4.31746884076042,5.1571444531007,287.949074155556,558.422550915083
"68","Kummeli  15",10045,7734,2019,3,9,68,"SAT",2204.81,6158,31.8,1100,69.8291666666667,44.18625,60.5233333333333,44.3895833333333,36.2716666666667,1.71439476209028,6.46001024054861,245.30819444618,2171.48697527225
"187","Kummeli  15",10045,1830,2019,7,6,187,"SAT",4651.3,9013,4.6,817,62.24125,56.55625,58.81875,25.33125,37.7829166666667,10.7917121783958,2.84266993454861,285.488992609722,2125.21639083892
"57","Kummeli  15",10045,7470,2019,2,26,57,"TUE",1931.76,5894,25.4,766,71.9433333333333,42.4479166666667,58.90875,43.84375,35.78375,0.856501534833333,3.53109536934722,288.233256382097,1289.06297805983
"92","Kummeli  15",10045,8309,2019,4,2,92,"TUE",2768.61,6733,31,965,69.09375,44.6079166666667,59.1854166666667,40.115,34.0629166666667,3.38317975175,2.5878922670243,237.118763529167,4884.70745603033
"169","Kummeli  15",10045,1398,2019,6,18,169,"TUE",4291.78,8581,5.9,1507,60.775,56.6941666666667,58.4220833333333,25.9895833333333,38.1370833333333,18.5385864388542,4.39062707532292,271.475222689583,8487.62175330208
"141","Kummeli  15",10045,726,2019,5,21,141,"TUE",3667.36,7909,6.7,909,63.0291666666667,54.2554166666667,58.71625,27.9941666666667,27.2945833333333,20.36159167625,2.93832149448958,112.974451421736,4798.5441706435
"43","Kummeli  15",10045,7134,2019,2,12,43,"TUE",1576.36,5558,12.4,592,70.5204166666667,45.02875,59.61125,44.6104166666667,36.5358333333333,-1.20683115973611,3.5247680908125,285.072534275347,751.657396934749
"67","Kummeli  15",10045,7710,2019,3,8,67,"FRI",2181.69,6134,28.9,1004,68.1616666666667,43.3666666666667,58.7829166666667,41.3704166666667,34.4495833333333,5.48242948546528,5.07352044234722,221.097193110417,2231.8199387105
"7","Kummeli  15",10045,5771,2019,1,7,7,"MON",570.21,4694,26.3,761,74.6541666666667,45.455,61.0133333333333,52.4116666666667,40.73125,-4.56207497928819,4.24856949708333,248.824270809028,205.303942317667
"356","Kummeli  15",10045,6048,2019,12,22,356,"SUN",8237.44,13070,32.6,1712,64.06375,46.8479166666667,59.3295833333333,48.8058333333333,40.0491666666667,4.77941417351042,1.84846612635417,151.368102900104,168.479536972833
"147","Kummeli  15",10045,870,2019,5,27,147,"MON",3764.31,8053,14.2,744,65.8733333333333,49.6291666666667,59.97125,36.6925,33.4554166666667,11.1867314346042,3.71016873269444,244.412971130555,3351.71498760508
"301","Kummeli  15",10045,4633,2019,10,28,301,"MON",6821.31,11750,41.6,1734,67.3758333333333,46.3083333333333,59.7045833333333,45.6433333333333,38.8920833333333,2.95807463066667,2.27473652291319,244.374898877417,1699.26790077492
"266","Kummeli  15",10045,3768,2019,9,23,266,"MON",6115.2,10909,41.9,1461,70.72375,44.0720833333333,58.6370833333333,42.71625,36.6045833333333,4.36997107189236,2.48397530680208,290.110062730396,2621.64048440233
